"test_id","user_id","assignment"
4,10035.0,1
4,10044.0,1
4,10078.0,1
4,10149.0,1
4,10204.0,1
4,10227.0,1
4,10242.0,1
4,10259.0,1
4,10292.0,1
4,10300.0,1
4,10302.0,1
4,10323.0,1
4,10328.0,1
4,10332.0,1
4,10341.0,1
4,10395.0,1
4,10396.0,1
4,10420.0,1
4,10452.0,1
4,10459.0,1
4,10518.0,1
4,10531.0,1
4,10551.0,1
4,10553.0,1
4,10611.0,1
4,10613.0,1
4,10708.0,1
4,10722.0,1
4,10727.0,1
4,10737.0,1
4,10761.0,1
4,10768.0,1
4,10789.0,1
4,10830.0,1
4,10834.0,1
4,10864.0,1
4,10868.0,1
4,10877.0,1
4,10932.0,1
4,10951.0,1
4,11022.0,1
4,11075.0,1
4,11142.0,1
4,11148.0,1
4,11150.0,1
4,11209.0,1
4,11227.0,1
4,11266.0,1
4,11277.0,1
4,11289.0,1
4,11313.0,1
4,11322.0,1
4,11337.0,1
4,11349.0,1
4,11370.0,1
4,11382.0,1
4,11391.0,1
4,11436.0,1
4,11450.0,1
4,11473.0,1
4,11474.0,1
4,11481.0,1
4,11508.0,1
4,11525.0,1
4,11526.0,1
4,11540.0,1
4,11612.0,1
4,11636.0,1
4,11708.0,1
4,11785.0,1
4,11819.0,1
4,11820.0,1
4,11862.0,1
4,11875.0,1
4,11881.0,1
4,11903.0,1
4,11912.0,1
4,12024.0,1
4,12041.0,1
4,12053.0,1
4,12068.0,1
4,12098.0,1
4,12120.0,1
4,12126.0,1
4,12205.0,1
4,12227.0,1
4,12239.0,1
4,12275.0,1
4,12316.0,1
4,12345.0,1
4,12372.0,1
4,12382.0,1
4,12406.0,1
4,12413.0,1
4,12463.0,1
4,12464.0,1
4,12471.0,1
4,12557.0,1
4,12591.0,1
4,12635.0,1
4,12682.0,1
4,12693.0,1
4,12751.0,1
4,12769.0,1
4,12800.0,1
4,12812.0,1
4,12838.0,1
4,12859.0,1
4,12949.0,1
4,12990.0,1
4,12993.0,1
4,13013.0,1
4,13016.0,1
4,13042.0,1
4,13050.0,1
4,13055.0,1
4,13072.0,1
4,13074.0,1
4,13084.0,1
4,13085.0,1
4,13086.0,1
4,13115.0,1
4,13123.0,1
4,13162.0,1
4,13177.0,1
4,13184.0,1
4,13202.0,1
4,13239.0,1
4,13244.0,1
4,13340.0,1
4,13384.0,1
4,13475.0,1
4,13513.0,1
4,13530.0,1
4,13557.0,1
4,13607.0,1
4,13638.0,1
4,13653.0,1
4,13663.0,1
4,13727.0,1
4,13906.0,1
4,13908.0,1
4,13956.0,1
4,13963.0,1
4,14042.0,1
4,14043.0,1
4,14051.0,1
4,14058.0,1
4,14069.0,1
4,14076.0,1
4,14093.0,1
4,14112.0,1
4,14140.0,1
4,14152.0,1
4,14167.0,1
4,14173.0,1
4,14188.0,1
4,14210.0,1
4,14214.0,1
4,14235.0,1
4,14281.0,1
4,14324.0,1
4,14336.0,1
4,14347.0,1
4,14368.0,1
4,14396.0,1
4,14440.0,1
4,14503.0,1
4,14609.0,1
4,14616.0,1
4,14642.0,1
4,14664.0,1
4,14750.0,1
4,14760.0,1
4,14774.0,1
4,14783.0,1
4,14788.0,1
4,14792.0,1
4,14804.0,1
4,14813.0,1
4,14825.0,1
4,14842.0,1
4,14844.0,1
4,14846.0,1
4,14864.0,1
4,14947.0,1
4,14994.0,1
4,15069.0,1
4,15076.0,1
4,15077.0,1
4,15110.0,1
4,15124.0,1
4,15140.0,1
4,15161.0,1
4,15249.0,1
4,15256.0,1
4,15267.0,1
4,15283.0,1
4,15355.0,1
4,15425.0,1
4,15453.0,1
4,15467.0,1
4,15561.0,1
4,15588.0,1
4,15649.0,1
4,15652.0,1
4,15660.0,1
4,15668.0,1
4,15689.0,1
4,15697.0,1
4,15699.0,1
4,15714.0,1
4,15721.0,1
4,15731.0,1
4,15738.0,1
4,15809.0,1
4,15812.0,1
4,15813.0,1
4,15817.0,1
4,15819.0,1
4,15840.0,1
4,15850.0,1
4,15866.0,1
4,15902.0,1
4,15903.0,1
4,15950.0,1
4,15976.0,1
4,15995.0,1
4,16004.0,1
4,16012.0,1
4,16044.0,1
4,16059.0,1
4,16104.0,1
4,16107.0,1
4,16110.0,1
4,16120.0,1
4,16122.0,1
4,16153.0,1
4,16157.0,1
4,16165.0,1
4,16193.0,1
4,16210.0,1
4,16227.0,1
4,16232.0,1
4,16246.0,1
4,16324.0,1
4,16340.0,1
4,16342.0,1
4,16355.0,1
4,16357.0,1
4,16366.0,1
4,16383.0,1
4,16426.0,1
4,16460.0,1
4,16490.0,1
4,16495.0,1
4,16504.0,1
4,16564.0,1
4,16571.0,1
4,16624.0,1
4,16632.0,1
4,16654.0,1
4,16674.0,1
4,16676.0,1
4,16695.0,1
4,16760.0,1
4,16772.0,1
4,16811.0,1
4,16818.0,1
4,16851.0,1
4,16855.0,1
4,16888.0,1
4,16909.0,1
4,16927.0,1
4,16948.0,1
4,17012.0,1
4,17038.0,1
4,17068.0,1
4,17142.0,1
4,17153.0,1
4,17235.0,1
4,17251.0,1
4,17254.0,1
4,17257.0,1
4,17288.0,1
4,17294.0,1
4,17307.0,1
4,17322.0,1
4,17325.0,1
4,17368.0,1
4,17378.0,1
4,17395.0,1
4,17405.0,1
4,17411.0,1
4,17415.0,1
4,17429.0,1
4,17450.0,1
4,17456.0,1
4,17553.0,1
4,17582.0,1
4,17647.0,1
4,17649.0,1
4,17681.0,1
4,17682.0,1
4,17736.0,1
4,17793.0,1
4,17817.0,1
4,17821.0,1
4,17825.0,1
4,17828.0,1
4,17831.0,1
4,17872.0,1
4,17879.0,1
4,17889.0,1
4,17895.0,1
4,17919.0,1
4,18021.0,1
4,18039.0,1
4,18052.0,1
4,18062.0,1
4,18097.0,1
4,18146.0,1
4,18164.0,1
4,18199.0,1
4,18251.0,1
4,18271.0,1
4,18315.0,1
4,18377.0,1
4,18383.0,1
4,18397.0,1
4,18400.0,1
4,18415.0,1
4,18434.0,1
4,18436.0,1
4,18461.0,1
4,18476.0,1
4,18494.0,1
4,18514.0,1
4,18537.0,1
4,18558.0,1
4,18647.0,1
4,18672.0,1
4,18727.0,1
4,18744.0,1
4,18749.0,1
4,18750.0,1
4,18766.0,1
4,18781.0,1
4,18784.0,1
4,18807.0,1
4,18811.0,1
4,18819.0,1
4,18875.0,1
4,18880.0,1
4,18954.0,1
4,19000.0,1
4,19026.0,1
4,19057.0,1
4,19077.0,1
4,19078.0,1
4,19087.0,1
4,19096.0,1
4,19115.0,1
4,19120.0,1
4,19129.0,1
4,19176.0,1
4,19234.0,1
4,19307.0,1
4,19348.0,1
4,19358.0,1
4,19397.0,1
4,19419.0,1
4,19446.0,1
4,19460.0,1
4,19461.0,1
4,19481.0,1
4,19486.0,1
4,19503.0,1
4,19516.0,1
4,19544.0,1
4,19560.0,1
4,19575.0,1
4,19586.0,1
4,19587.0,1
4,19611.0,1
4,19616.0,1
4,19704.0,1
4,19708.0,1
4,19715.0,1
4,19735.0,1
4,19738.0,1
4,19741.0,1
4,19771.0,1
4,19803.0,1
4,19849.0,1
4,19913.0,1
4,19940.0,1
4,19963.0,1
4,19999.0,1
4,20006.0,1
4,20015.0,1
4,20023.0,1
4,20033.0,1
4,20072.0,1
4,20102.0,1
4,20177.0,1
4,20201.0,1
4,20246.0,1
4,20250.0,1
4,20252.0,1
4,20297.0,1
4,20318.0,1
4,20326.0,1
4,20345.0,1
4,20466.0,1
4,20478.0,1
4,20486.0,1
4,20517.0,1
4,20525.0,1
4,20547.0,1
4,20567.0,1
4,20587.0,1
4,20641.0,1
4,20643.0,1
4,20649.0,1
4,20650.0,1
4,20652.0,1
4,20659.0,1
4,20660.0,1
4,20744.0,1
4,20758.0,1
4,20766.0,1
4,20824.0,1
4,20840.0,1
4,20848.0,1
4,20860.0,1
4,20865.0,1
4,20874.0,1
4,20935.0,1
4,20939.0,1
4,20941.0,1
4,20969.0,1
4,20970.0,1
4,20989.0,1
4,21002.0,1
4,21029.0,1
4,21047.0,1
4,21052.0,1
4,21185.0,1
4,21195.0,1
4,21271.0,1
4,21272.0,1
4,21373.0,1
4,21397.0,1
4,21429.0,1
4,21463.0,1
4,21522.0,1
4,21524.0,1
4,21529.0,1
4,21550.0,1
4,21558.0,1
4,21564.0,1
4,21576.0,1
4,21616.0,1
4,21618.0,1
4,21733.0,1
4,21756.0,1
4,21761.0,1
4,21769.0,1
4,21781.0,1
4,21799.0,1
4,21809.0,1
4,21813.0,1
4,21875.0,1
4,21916.0,1
4,21963.0,1
4,21972.0,1
4,21974.0,1
4,21984.0,1
4,22023.0,1
4,22041.0,1
4,22047.0,1
4,22054.0,1
4,22083.0,1
4,22086.0,1
4,22092.0,1
4,22123.0,1
4,22131.0,1
4,22154.0,1
4,22182.0,1
4,22183.0,1
4,22245.0,1
4,22285.0,1
4,22298.0,1
4,22311.0,1
4,22316.0,1
4,22342.0,1
4,22361.0,1
4,22377.0,1
4,22420.0,1
4,22434.0,1
4,22488.0,1
4,22491.0,1
4,22579.0,1
4,22619.0,1
4,22650.0,1
4,22652.0,1
4,22656.0,1
4,22676.0,1
4,22725.0,1
4,22735.0,1
4,22745.0,1
4,22748.0,1
4,22754.0,1
4,22806.0,1
4,22828.0,1
4,22859.0,1
4,22899.0,1
4,22947.0,1
4,22950.0,1
4,22970.0,1
4,23031.0,1
4,23037.0,1
4,23065.0,1
4,23098.0,1
4,23126.0,1
4,23138.0,1
4,23147.0,1
4,23148.0,1
4,23158.0,1
4,23228.0,1
4,23353.0,1
4,23371.0,1
4,23377.0,1
4,23410.0,1
4,23412.0,1
4,23423.0,1
4,23439.0,1
4,23462.0,1
4,23487.0,1
4,23489.0,1
4,23500.0,1
4,23595.0,1
4,23628.0,1
4,23645.0,1
4,23649.0,1
4,23653.0,1
4,23696.0,1
4,23721.0,1
4,23747.0,1
4,23754.0,1
4,23759.0,1
4,23904.0,1
4,23983.0,1
4,24011.0,1
4,24104.0,1
4,24111.0,1
4,24148.0,1
4,24153.0,1
4,24196.0,1
4,24216.0,1
4,24223.0,1
4,24234.0,1
4,24252.0,1
4,24260.0,1
4,24276.0,1
4,24298.0,1
4,24304.0,1
4,24344.0,1
4,24371.0,1
4,24385.0,1
4,24437.0,1
4,24519.0,1
4,24520.0,1
4,24538.0,1
4,24570.0,1
4,24571.0,1
4,24583.0,1
4,24625.0,1
4,24636.0,1
4,24714.0,1
4,24717.0,1
4,24745.0,1
4,24794.0,1
4,24825.0,1
4,24856.0,1
4,24892.0,1
4,24893.0,1
4,24920.0,1
4,24922.0,1
4,24924.0,1
4,24932.0,1
4,24989.0,1
4,25010.0,1
4,25016.0,1
4,25017.0,1
4,25027.0,1
4,25052.0,1
4,25066.0,1
4,25067.0,1
4,25094.0,1
4,25201.0,1
4,25209.0,1
4,25218.0,1
4,25225.0,1
4,25229.0,1
4,25253.0,1
4,25254.0,1
4,25278.0,1
4,25290.0,1
4,25329.0,1
4,25331.0,1
4,25337.0,1
4,25355.0,1
4,25373.0,1
4,25374.0,1
4,25376.0,1
4,25404.0,1
4,25407.0,1
4,25431.0,1
4,25445.0,1
4,25464.0,1
4,25488.0,1
4,25572.0,1
4,25605.0,1
4,25633.0,1
4,25678.0,1
4,25694.0,1
4,25714.0,1
4,25750.0,1
4,25753.0,1
4,25754.0,1
4,25763.0,1
4,25785.0,1
4,25798.0,1
4,25809.0,1
4,25841.0,1
4,25866.0,1
4,25888.0,1
4,25892.0,1
4,25925.0,1
4,25927.0,1
4,25953.0,1
4,25969.0,1
4,25984.0,1
4,26024.0,1
4,26043.0,1
4,26125.0,1
4,26128.0,1
4,26129.0,1
4,26161.0,1
4,26207.0,1
4,26211.0,1
4,26235.0,1
4,26238.0,1
4,26255.0,1
4,26366.0,1
4,26390.0,1
4,26414.0,1
4,26427.0,1
4,26441.0,1
4,26494.0,1
4,26512.0,1
4,26521.0,1
4,26573.0,1
4,26626.0,1
4,26628.0,1
4,26633.0,1
4,26650.0,1
4,26706.0,1
4,26786.0,1
4,26808.0,1
4,26823.0,1
4,26829.0,1
4,26855.0,1
4,26879.0,1
4,26902.0,1
4,26909.0,1
4,26917.0,1
4,26929.0,1
4,26955.0,1
4,26990.0,1
4,26991.0,1
4,26992.0,1
4,27027.0,1
4,27060.0,1
4,27070.0,1
4,27098.0,1
4,27101.0,1
4,27159.0,1
4,27166.0,1
4,27170.0,1
4,27171.0,1
4,27175.0,1
4,27182.0,1
4,27207.0,1
4,27213.0,1
4,27218.0,1
4,27242.0,1
4,27278.0,1
4,27348.0,1
4,27377.0,1
4,27415.0,1
4,27462.0,1
4,27485.0,1
4,27490.0,1
4,27552.0,1
4,27587.0,1
4,27633.0,1
4,27644.0,1
4,27657.0,1
4,27672.0,1
4,27722.0,1
4,27728.0,1
4,27769.0,1
4,27830.0,1
4,27845.0,1
4,27878.0,1
4,27892.0,1
4,27950.0,1
4,27970.0,1
4,27986.0,1
4,27993.0,1
4,28013.0,1
4,28030.0,1
4,28038.0,1
4,28047.0,1
4,28077.0,1
4,28090.0,1
4,28156.0,1
4,28254.0,1
4,28275.0,1
4,28287.0,1
4,28290.0,1
4,28303.0,1
4,28327.0,1
4,28348.0,1
4,28374.0,1
4,28383.0,1
4,28462.0,1
4,28470.0,1
4,28495.0,1
4,28501.0,1
4,28517.0,1
4,28524.0,1
4,28553.0,1
4,28560.0,1
4,28566.0,1
4,28570.0,1
4,28636.0,1
4,28651.0,1
4,28668.0,1
4,28681.0,1
4,28688.0,1
4,28739.0,1
4,28777.0,1
4,28796.0,1
4,28798.0,1
4,28800.0,1
4,28849.0,1
4,28880.0,1
4,28918.0,1
4,28970.0,1
4,28976.0,1
4,28978.0,1
4,28982.0,1
4,29006.0,1
4,29067.0,1
4,29080.0,1
4,29095.0,1
4,29096.0,1
4,29124.0,1
4,29142.0,1
4,29152.0,1
4,29155.0,1
4,29161.0,1
4,29208.0,1
4,29212.0,1
4,29227.0,1
4,29274.0,1
4,29287.0,1
4,29391.0,1
4,29394.0,1
4,29406.0,1
4,29453.0,1
4,29465.0,1
4,29496.0,1
4,29563.0,1
4,29569.0,1
4,29579.0,1
4,29612.0,1
4,29627.0,1
4,29637.0,1
4,29640.0,1
4,29664.0,1
4,29677.0,1
4,29707.0,1
4,29782.0,1
4,29840.0,1
4,29857.0,1
4,29893.0,1
4,29909.0,1
4,29963.0,1
4,29980.0,1
4,29988.0,1
4,29998.0,1
4,30009.0,1
4,30099.0,1
4,30110.0,1
4,30138.0,1
4,30139.0,1
4,30148.0,1
4,30167.0,1
4,30193.0,1
4,30229.0,1
4,30239.0,1
4,30245.0,1
4,30294.0,1
4,30321.0,1
4,30340.0,1
4,30359.0,1
4,30364.0,1
4,30385.0,1
4,30390.0,1
4,30431.0,1
4,30447.0,1
4,30479.0,1
4,30497.0,1
4,30498.0,1
4,30553.0,1
4,30578.0,1
4,30611.0,1
4,30637.0,1
4,30665.0,1
4,30689.0,1
4,30699.0,1
4,30708.0,1
4,30738.0,1
4,30743.0,1
4,30744.0,1
4,30772.0,1
4,30783.0,1
4,30858.0,1
4,30876.0,1
4,30927.0,1
4,30954.0,1
4,30965.0,1
4,30970.0,1
4,31028.0,1
4,31043.0,1
4,31109.0,1
4,31115.0,1
4,31162.0,1
4,31175.0,1
4,31199.0,1
4,31205.0,1
4,31242.0,1
4,31269.0,1
4,31287.0,1
4,31298.0,1
4,31316.0,1
4,31318.0,1
4,31325.0,1
4,31369.0,1
4,31420.0,1
4,31435.0,1
4,31466.0,1
4,31470.0,1
4,31500.0,1
4,31530.0,1
4,31553.0,1
4,31564.0,1
4,31568.0,1
4,31714.0,1
4,31785.0,1
4,31827.0,1
4,31872.0,1
4,31879.0,1
4,31935.0,1
4,31941.0,1
4,31944.0,1
4,32019.0,1
4,32049.0,1
4,32082.0,1
4,32083.0,1
4,32090.0,1
4,32092.0,1
4,32103.0,1
4,32106.0,1
4,32114.0,1
4,32118.0,1
4,32123.0,1
4,32188.0,1
4,32193.0,1
4,32207.0,1
4,32217.0,1
4,32256.0,1
4,32266.0,1
4,32277.0,1
4,32278.0,1
4,32300.0,1
4,32309.0,1
4,32312.0,1
4,32340.0,1
4,32371.0,1
4,32374.0,1
4,32376.0,1
4,32381.0,1
4,32434.0,1
4,32443.0,1
4,32503.0,1
4,32531.0,1
4,32544.0,1
4,32568.0,1
4,32588.0,1
4,32628.0,1
4,32635.0,1
4,32665.0,1
4,32698.0,1
4,32739.0,1
4,32765.0,1
4,32784.0,1
4,32797.0,1
4,32798.0,1
4,32822.0,1
4,32823.0,1
4,32826.0,1
4,32845.0,1
4,32928.0,1
4,32930.0,1
4,32948.0,1
4,32961.0,1
4,32985.0,1
4,33005.0,1
4,33022.0,1
4,33050.0,1
4,33062.0,1
4,33073.0,1
4,33086.0,1
4,33101.0,1
4,33121.0,1
4,33139.0,1
4,33141.0,1
4,33144.0,1
4,33172.0,1
4,33173.0,1
4,33183.0,1
4,33227.0,1
4,33252.0,1
4,33293.0,1
4,33306.0,1
4,33310.0,1
4,33348.0,1
4,33377.0,1
4,33390.0,1
4,33469.0,1
4,33480.0,1
4,33490.0,1
4,33496.0,1
4,33500.0,1
4,33507.0,1
4,33536.0,1
4,33539.0,1
4,33544.0,1
4,33589.0,1
4,33719.0,1
4,33733.0,1
4,33800.0,1
4,33849.0,1
4,33887.0,1
4,33920.0,1
4,33952.0,1
4,33955.0,1
4,33971.0,1
4,34010.0,1
4,34029.0,1
4,34044.0,1
4,34051.0,1
4,34076.0,1
4,34108.0,1
4,34130.0,1
4,34160.0,1
4,34168.0,1
4,34169.0,1
4,34187.0,1
4,34188.0,1
4,34190.0,1
4,34203.0,1
4,34235.0,1
4,34236.0,1
4,34260.0,1
4,34261.0,1
4,34268.0,1
4,34324.0,1
4,34325.0,1
4,34331.0,1
4,34356.0,1
4,34362.0,1
4,34394.0,1
4,34414.0,1
4,34422.0,1
4,34463.0,1
4,34465.0,1
4,34470.0,1
4,34482.0,1
4,34502.0,1
4,34521.0,1
4,34574.0,1
4,34607.0,1
4,34611.0,1
4,34662.0,1
4,34681.0,1
4,34696.0,1
4,34700.0,1
4,34715.0,1
4,34744.0,1
4,34745.0,1
4,34867.0,1
4,34883.0,1
4,34938.0,1
4,34939.0,1
4,34946.0,1
4,34949.0,1
4,34983.0,1
4,35033.0,1
4,35044.0,1
4,35089.0,1
4,35189.0,1
4,35210.0,1
4,35215.0,1
4,35216.0,1
4,35237.0,1
4,35262.0,1
4,35308.0,1
4,35327.0,1
4,35364.0,1
4,35371.0,1
4,35377.0,1
4,35407.0,1
4,35440.0,1
4,35465.0,1
4,35491.0,1
4,35521.0,1
4,35537.0,1
4,35622.0,1
4,35634.0,1
4,35652.0,1
4,35655.0,1
4,35692.0,1
4,35723.0,1
4,35743.0,1
4,35753.0,1
4,35898.0,1
4,35980.0,1
4,36062.0,1
4,36066.0,1
4,36079.0,1
4,36117.0,1
4,36140.0,1
4,36190.0,1
4,36216.0,1
4,36228.0,1
4,36310.0,1
4,36328.0,1
4,36449.0,1
4,36451.0,1
4,36509.0,1
4,36517.0,1
4,36544.0,1
4,36559.0,1
4,36646.0,1
4,36648.0,1
4,36654.0,1
4,36661.0,1
4,36663.0,1
4,36676.0,1
4,36704.0,1
4,36727.0,1
4,36734.0,1
4,36737.0,1
4,36759.0,1
4,36765.0,1
4,36771.0,1
4,36783.0,1
4,36824.0,1
4,36873.0,1
4,36877.0,1
4,36881.0,1
4,36981.0,1
4,37038.0,1
4,37046.0,1
4,37077.0,1
4,37091.0,1
4,37108.0,1
4,37142.0,1
4,37152.0,1
4,37154.0,1
4,37193.0,1
4,37197.0,1
4,37214.0,1
4,37231.0,1
4,37279.0,1
4,37286.0,1
4,37290.0,1
4,37295.0,1
4,37345.0,1
4,37388.0,1
4,37425.0,1
4,37442.0,1
4,37546.0,1
4,37550.0,1
4,37577.0,1
4,37624.0,1
4,37640.0,1
4,37689.0,1
4,37702.0,1
4,37723.0,1
4,37733.0,1
4,37744.0,1
4,37782.0,1
4,37785.0,1
4,37789.0,1
4,37808.0,1
4,37834.0,1
4,37858.0,1
4,37861.0,1
4,37862.0,1
4,37872.0,1
4,37873.0,1
4,37962.0,1
4,37977.0,1
4,38056.0,1
4,38091.0,1
4,38093.0,1
4,38097.0,1
4,38161.0,1
4,38186.0,1
4,38206.0,1
4,38275.0,1
4,38284.0,1
4,38289.0,1
4,38394.0,1
4,38399.0,1
4,38412.0,1
4,38421.0,1
4,38429.0,1
4,38450.0,1
4,38504.0,1
4,38529.0,1
4,38562.0,1
4,38563.0,1
4,38574.0,1
4,38618.0,1
4,38632.0,1
4,38637.0,1
4,38641.0,1
4,38682.0,1
4,38695.0,1
4,38742.0,1
4,38761.0,1
4,38807.0,1
4,38815.0,1
4,38853.0,1
4,38860.0,1
4,38887.0,1
4,38901.0,1
4,38911.0,1
4,38942.0,1
4,38961.0,1
4,38981.0,1
4,39012.0,1
4,39015.0,1
4,39018.0,1
4,39033.0,1
4,39073.0,1
4,39089.0,1
4,39096.0,1
4,39119.0,1
4,39125.0,1
4,39128.0,1
4,39131.0,1
4,39133.0,1
4,39151.0,1
4,39155.0,1
4,39166.0,1
4,39198.0,1
4,39224.0,1
4,39256.0,1
4,39318.0,1
4,39351.0,1
4,39387.0,1
4,39406.0,1
4,39410.0,1
4,39413.0,1
4,39414.0,1
4,39421.0,1
4,39428.0,1
4,39525.0,1
4,39533.0,1
4,39559.0,1
4,39576.0,1
4,39592.0,1
4,39610.0,1
4,39641.0,1
4,39656.0,1
4,39725.0,1
4,39754.0,1
4,39764.0,1
4,39768.0,1
4,39814.0,1
4,39823.0,1
4,39877.0,1
4,39884.0,1
4,39885.0,1
4,39910.0,1
4,39950.0,1
4,39991.0,1
4,39993.0,1
4,40026.0,1
4,40049.0,1
4,40056.0,1
4,40068.0,1
4,40097.0,1
4,40116.0,1
4,40120.0,1
4,40131.0,1
4,40155.0,1
4,40168.0,1
4,40184.0,1
4,40221.0,1
4,40240.0,1
4,40266.0,1
4,40366.0,1
4,40411.0,1
4,40416.0,1
